"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
2454	1.6e+07	"gas station motel utah stupidity pill"	"en"	"Dumb and Dumber"	35.777067	1994-12-16	247275374	107	6.5	1859	"Comedy"	1994	12	16	"Jim Carrey"	"male"	"Bobby"	"male"
4113	2e+06	"loss of virginity teenage boy teen comedy teenage sexuality found footage"	"en"	"The Virginity Hit"	3.125382	2010-09-10	563706	120	4.6	19	"Comedy"	2010	9	10	"Matt Bennett"	"male"	"Huck"	"male"
2568	1.5e+07	"witch suicide attempt puberty magic black magic"	"en"	"The Craft"	19.517239	1996-05-03	24769466	101	6.3	380	"Drama"	1996	5	3	"Robin Tunney"	"female"	"Andrew"	"male"
329	9.4e+07	"elves orcs middle-earth (tolkien) based on novel suspicion"	"en"	"The Lord of the Rings: The Return of the King"	123.630332	2003-12-01	1118888979	201	8.1	8064	"Action"	2003	12	1	"Elijah Wood"	"male"	"Peter"	"male"
1677	3e+07	"jail guard prison cell south africa apartheid nelson mandela"	"en"	"Goodbye Bafana"	12.257654	2007-02-11	0	140	7	38	"Drama"	2007	2	11	"Joseph Fiennes"	"male"	"Bille"	"female"
1326	3.8e+07	"based on novel dystopia alien alien invasion human subjugation"	"en"	"The 5th Wave"	57.889964	2016-01-14	109906372	112	5.6	1945	"Adventure"	2016	1	14	"Chlo\u00eb Grace"	NA	"J"	NA
2294	1.5e+07	"witch parents kids relationship magic twilight darkness"	"ja"	"Spirited Away"	118.968562	2001-07-20	274925095	125	8.3	3840	"Adventure"	2001	7	20	"Rumi Hiiragi"	"male"	"Hayao"	NA
1909	2.5e+07	"biography based on true story gangster twins"	"en"	"Legend"	32.854557	2015-09-09	42972994	131	6.7	973	"Thriller"	2015	9	9	"Tom Hardy"	"male"	"Brian"	"male"
3846	0	"independent film"	"en"	"Ira & Abby"	0.595136	2006-01-01	0	104	5.8	9	"Comedy"	2006	1	1	"Chris Messina"	"male"	"Robert"	"male"
4536	0	"olympic games sport basketball basketball team"	"en"	"The Other Dream Team"	0.388401	2012-09-28	0	89	6.9	7	"Documentary"	2012	9	28	"Greg Speirs"	"male"	"Marius"	"male"
469	7.5e+07	"california spy father son relationship mexico hero"	"en"	"The Legend of Zorro"	31.054334	2005-10-24	142400065	129	5.9	893	"Action"	2005	10	24	"Antonio Banderas"	"male"	"Martin"	"male"
4657	0	NA	"en"	"UnDivided"	0.010607	2013-02-01	0	0	0	0	NA	2013	2	1	NA	NA	NA	NA
714	6.5e+07	"california taxi assassin hostage taxi driver"	"en"	"Collateral"	44.815022	2004-08-04	217764291	120	7	1451	"Drama"	2004	8	4	"Tom Cruise"	"male"	"Michael"	"male"
2383	1.8e+07	"sex slice of life hollywood drug hedonism"	"en"	"The Informers"	6.333869	2008-11-05	382174	98	4.4	60	"Drama"	2008	11	5	"Billy Bob"	"male"	"Gregor"	"male"
2108	2e+07	"underdog love at first sight hairdresser small town scissors"	"en"	"Edward Scissorhands"	47.51363	1990-12-05	5.3e+07	105	7.5	3601	"Drama"	1990	12	5	"Johnny Depp"	"male"	"Tim"	"male"
1880	0	"rap music hip-hop"	"en"	"Dance Flick"	7.326034	2009-05-22	0	83	4.7	71	"Comedy"	2009	5	22	"Shoshana Bush"	"female"	"Damien"	"male"
179	1.32e+08	"penguin madagascar 3d"	"en"	"Penguins of Madagascar"	84.366984	2014-11-22	373552094	92	6.5	1346	"Comedy"	2014	11	22	"Tom McGrath"	"male"	"Eric"	"male"
4440	0	"fantasy based on comic book money magical object woman director"	"en"	"The Brass Teapot"	10.639774	2012-09-08	0	100	5.8	160	"Comedy"	2012	9	8	"Juno Temple"	"female"	"Ramaa"	NA
3734	3705538	"transvestism gay hostage love of one's life northern ireland"	"en"	"The Crying Game"	8.839651	1992-09-02	62548947	112	6.9	176	"Drama"	1992	9	2	"Stephen Rea"	"male"	"Neil"	"male"
563	7.1e+07	"talking to animals woman director"	"en"	"Doctor Dolittle"	21.462935	1998-06-22	294456605	85	5.4	686	"Comedy"	1998	6	22	"Eddie Murphy"	"male"	"Betty"	"female"
542	0	"beach desperation infection survival biohazard"	"en"	"Carriers"	12.708963	2009-09-04	5802422	84	5.8	282	"Drama"	2009	9	4	"Lou Taylor"	"female"	"\u00c0lex"	NA
3137	10	"nurse sexual murder revenge lesbian relationship dark comedy"	"en"	"Nurse 3-D"	10.013629	2013-09-28	1e+07	99	4.9	119	"Thriller"	2013	9	28	"Paz de"	"female"	"Douglas"	"male"
2640	8e+06	"father son relationship bounty hunter boat way of life coffin"	"en"	"Things to Do in Denver When You're Dead"	6.932221	1995-12-01	529766	116	6.7	85	"Drama"	1995	12	1	"Andy Garc\u00eda"	"male"	"Gary"	"male"
323	1e+08	NA	"en"	"Sex and the City 2"	18.325897	2010-05-26	288347692	146	5.4	426	"Drama"	2010	5	26	"Sarah Jessica"	"female"	"Michael"	"male"
443	8e+07	"wishes come true escapade disorder imaginary miraculous event"	"en"	"Bedtime Stories"	23.531721	2008-12-24	212874442	99	5.9	901	"Comedy"	2008	12	24	"Adam Sandler"	"male"	"Adam"	"male"
3428	0	"mutation bat attack closed mine bat attack"	"en"	"Bats"	1.537859	1999-10-22	10	91	4.1	35	"Thriller"	1999	10	22	"Lou Diamond"	"female"	"Louis"	"male"
4147	2e+06	NA	"en"	"Small Apartments"	5.100741	2012-03-10	0	96	5.7	50	"Comedy"	2012	3	10	"Matt Lucas"	"male"	"Jonas"	"male"
940	5e+07	"anti terror bomb assassination middle east lebanon"	"en"	"Syriana"	16.871194	2005-11-23	9.4e+07	128	6.3	451	"Drama"	2005	11	23	"George Clooney"	"male"	"Stephen"	"male"
1474	3.4e+07	"africa"	"en"	"I Dreamed of Africa"	1.656695	2000-05-05	0	114	5.3	18	"Drama"	2000	5	5	"Kim Basinger"	"female"	"Hugh"	"male"
600	6.6e+07	"rescue"	"en"	"Killer Elite"	29.501489	2011-09-23	57777106	116	6.1	695	"Thriller"	2011	9	23	"Jason Statham"	"male"	"Gary"	"male"
4190	5e+05	"difficult childhood psychoterror murder loneliness artificial"	"en"	"May"	8.650779	2002-01-13	150277	93	6.3	152	"Drama"	2002	1	13	"Angela Bettis"	"female"	"Lucky"	"male"
2889	1200000	"safe remake heist inner city"	"en"	"Welcome to Collinwood"	3.582733	2002-05-24	0	86	6.2	50	"Comedy"	2002	5	24	"William H."	"male"	"Anthony"	"male"
396	9e+07	"corruption washington d.c. helicopter falsely accused identity"	"en"	"Enemy of the State"	41.207568	1998-11-20	250649836	132	6.7	1240	"Drama"	1998	11	20	"Will Smith"	"male"	"Tony"	"male"
4687	0	"sexuality roommate misfit independent film relationship"	"en"	"Good Dick"	1.948435	2008-10-03	0	86	6.1	34	"Drama"	2008	10	3	"Marianna Palka"	"female"	"Marianna"	"female"
2126	2e+07	"black people age difference jamaica vacation female protagonist"	"en"	"How Stella Got Her Groove Back"	2.003047	1998-08-14	37672350	124	6	24	"Drama"	1998	8	14	"Angela Bassett"	"female"	"Kevin"	"male"
4537	5e+05	"sex nightclub nudity musician song"	"en"	"Johnny Suede"	1.354816	1991-08-18	0	97	4.7	13	"Comedy"	1991	8	18	"Brad Pitt"	"male"	"Tom"	"male"
1082	5.5e+07	"mission of murder male bonding doing the right thing people change"	"en"	"16 Blocks"	32.31022	2006-03-01	65664721	105	6.2	661	"Thriller"	2006	3	1	"Bruce Willis"	"male"	"Richard"	"male"
3283	8e+06	"indian territory beach stetson san fernando valley strange person"	"en"	"Down in the Valley"	7.433574	2005-05-13	852872	112	5.9	63	"Drama"	2005	5	13	"Edward Norton"	"male"	"David"	"male"
1951	2.5e+07	"russia space mission space outer space dog"	"ru"	"Space Dogs"	5.753564	2010-03-18	6500000	85	6.3	10	"Family"	2010	3	18	"Anna Bolshova"	"female"	"Inna"	"female"
3353	0	"mutant expedition cave darkness rope"	"en"	"The Descent"	23.413188	2005-07-08	0	99	6.8	1005	"Adventure"	2005	7	8	"Shauna Macdonald"	"female"	"Neil"	"male"
4488	750000	NA	"en"	"Adulterers"	1.471139	2016-01-05	0	80	5.2	16	"Drama"	2016	1	5	"Sean Faris"	"male"	"H.M."	NA
1789	2.6e+07	"ambulance premonition hospital"	"en"	"Final Destination 2"	37.355826	2003-01-31	90426405	90	5.9	1023	"Horror"	2003	1	31	"Ali Larter"	"male"	"David"	"male"
2793	1.3e+07	"sheriff crime fighter"	"en"	"The Killer Inside Me"	11.892615	2010-02-19	0	109	6	173	"Drama"	2010	2	19	"Casey Affleck"	"male"	"Michael"	"male"
3453	6e+06	NA	"en"	"The Wood"	5.537646	1999-07-16	25059640	106	7.1	34	"Drama"	1999	7	16	"Omar Epps"	"male"	"Rick"	"male"
774	7.2e+07	"prison general"	"en"	"The Last Castle"	15.433244	2001-10-19	27642707	131	7	285	"Drama"	2001	10	19	"Robert Redford"	"male"	"Rod"	"male"
240	1.16e+08	"helicopter small town mayor evacuation motel"	"en"	"Dante's Peak"	16.90444	1997-02-07	178127760	108	5.7	428	"Thriller"	1997	2	7	"Pierce Brosnan"	"male"	"Roger"	"male"
3595	5e+06	"mass murder nudity halloween attempt to escape cult"	"en"	"Halloween: The Curse of Michael Myers"	9.483717	1995-09-29	15116634	88	5	170	"Thriller"	1995	9	29	"Donald Pleasence"	"male"	"Joe"	"male"
4203	0	"christian"	"en"	"Grace Unplugged"	2.160586	2013-10-04	0	102	6	24	"Drama"	2013	10	4	"AJ Michalka"	"male"	"Brad"	"male"
1782	1.5e+07	"crime fighter cook drug dealer dying and death kindergarten"	"en"	"Kindergarten Cop"	5.411154	1990-12-21	201957688	111	5.8	628	"Comedy"	1990	12	21	"Arnold Schwarzenegger"	"male"	"Ivan"	"male"
1118	4e+07	"poison chicago prostitute martial arts assassin"	"en"	"The Mechanic"	44.094856	2011-01-13	51070807	93	6.3	1045	"Thriller"	2011	1	13	"Jason Statham"	"male"	"Simon"	"male"
3705	5e+06	"wife husband relationship stress children mother daughter relationship parenthood"	"en"	"Moms' Night Out"	10.274542	2014-03-25	10429707	98	5.5	121	"Comedy"	2014	3	25	"Sarah Drew"	"female"	"Jon"	"male"
2451	16500000	"college romance sorority student snow white"	"en"	"Sydney White"	10.74648	2007-09-21	13620075	108	6	236	"Comedy"	2007	9	21	"Amanda Bynes"	"female"	"Joe"	"male"
627	6.7e+07	"roman empire emperor ancient rome western roman empire ancient world"	"en"	"The Last Legion"	12.282911	2007-04-19	25303038	102	5	207	"Action"	2007	4	19	"Colin Firth"	"male"	"Doug"	"male"
3801	0	"alcohol adultery river camping province"	"ru"	"The Geographer Drank His Globe Away"	1.876621	2013-07-26	4037782	120	7.3	23	"Drama"	2013	7	26	"Konstantin Khabenskiy"	"male"	"Aleksandr"	"male"
1221	3.8e+07	"hippie poetry sex rock and roll nudity"	"en"	"The Doors"	10.794175	1991-03-01	34416893	140	6.7	275	"Drama"	1991	3	1	"Val Kilmer"	"male"	"Oliver"	"male"
4550	0	NA	"en"	"The Outrageous Sophie Tucker"	0.021419	2014-05-02	0	96	0	0	NA	2014	5	2	NA	NA	"William"	"male"
3627	5e+06	"canada suffering village paralysis independent film"	"en"	"The Sweet Hereafter"	7.673124	1997-05-14	3263585	112	6.8	103	"Drama"	1997	5	14	"Ian Holm"	"male"	"Atom"	"male"
1784	2.6e+07	"france child abuse slavery leonardo da vinci prince"	"en"	"Ever After: A Cinderella Story"	21.988861	1998-07-31	65705772	121	6.8	399	"Drama"	1998	7	31	"Drew Barrymore"	"male"	"Andy"	"male"
4728	0	"monster mutant skeleton alien life-form science"	"en"	"The Lost Skeleton of Cadavra"	1.680525	2001-09-12	0	90	6.5	30	"Comedy"	2001	9	12	"Fay Masterson"	"female"	"Larry"	"male"
3859	3440000	"wife husband relationship gangster mysterious killer"	"en"	"Lords of London"	1.913302	2014-01-06	0	90	3.6	6	"Thriller"	2014	1	6	"Glen Murphy"	"male"	"Antonio"	"male"
3959	0	"independent film"	"en"	"My Big Fat Independent Movie"	0.68822	2005-03-04	0	80	3	5	"Comedy"	2005	3	4	"Paget Brewster"	"female"	"Philip"	"male"
2187	2e+07	"life and death transplantation suicide attempt desperation loss of family"	"en"	"21 Grams"	32.243357	2003-09-06	60427839	124	7.2	918	"Drama"	2003	9	6	"Sean Penn"	"male"	"Alejandro"	"male"
617	7e+07	"christianity philosophy egypt new love war"	"en"	"Agora"	18.888806	2009-05-17	39041505	127	6.9	395	"Drama"	2009	5	17	"Rachel Weisz"	"female"	"Alejandro"	"male"
3973	0	"based on novel letter paternity castration doctor"	"en"	"Barry Munday"	1.975941	2010-03-13	0	95	6.3	22	"Drama"	2010	3	13	"Patrick Wilson"	"male"	"Chris"	"male"
1656	3e+07	"witch wolf little red riding hood sequel computer animation"	"en"	"Hoodwinked Too! Hood VS. Evil"	10.694417	2011-04-29	13521829	86	4.8	131	"Comedy"	2011	4	29	"Hayden Panettiere"	"male"	"Mike"	"male"
1921	2.8e+07	"civil war fight presidential election freedom fighter chinese civil war"	"en"	"Michael Collins"	8.314624	1996-10-25	16900000	132	6.7	97	"Drama"	1996	10	25	"Liam Neeson"	"male"	"Neil"	"male"
1855	2.5e+07	"brother brother relationship deaf-mute american dream fanatic pipeline"	"en"	"There Will Be Blood"	37.817905	2007-12-28	77208711	158	7.9	1537	"Drama"	2007	12	28	"Daniel Day-Lewis"	"male"	"Paul"	"male"
355	9e+07	"bomb taxi riddle robbery detective"	"en"	"Die Hard: With a Vengeance"	51.881077	1995-05-19	366101666	128	6.9	2066	"Thriller"	1995	5	19	"Bruce Willis"	"male"	"John"	"male"
1825	2.5e+07	"showdown gi villain genius alien"	"en"	"Jimmy Neutron: Boy Genius"	12.739721	2001-12-21	80936232	83	5.6	231	"Comedy"	2001	12	21	"Debi Derryberry"	"female"	"John"	"male"
3078	0	NA	"en"	"Peaceful Warrior"	8.326131	2006-03-30	0	120	7.3	90	"Drama"	2006	3	30	"Scott Mechlowicz"	"male"	"Victor"	"male"
1460	3.5e+07	"italian new love provence horse exile"	"en"	"The Horseman on the Roof"	2.877488	1995-09-20	1.5e+07	135	6.7	25	"Drama"	1995	9	20	"Juliette Binoche"	"female"	"Jean-Paul"	NA
2263	0	"mephisto french revolution time travel leap in time knight"	"fr"	"The Visitors II: The Corridors of Time"	12.283025	1998-02-11	0	118	5.8	221	"Comedy"	1998	2	11	"Christian Clavier"	"male"	"Jean-Marie"	NA
3097	1e+07	"adultery island shipwreck tropical island"	"en"	"Swept Away"	4.570043	2002-10-11	598645	89	4.8	50	"Comedy"	2002	10	11	"Madonna Adriano"	"female"	"Guy"	"male"
1085	4.5e+07	"clone mistake in person cloning experiment gone wrong construction"	"en"	"Multiplicity"	11.120344	1996-07-19	0	117	5.5	154	"Comedy"	1996	7	19	"Michael Keaton"	"male"	"Harold"	"male"
1686	2.9e+07	"dwarves household lawyer little people child's point of view"	"en"	"The Borrowers"	10.364582	1997-12-05	0	86	5.8	135	"Comedy"	1997	12	5	"John Goodman"	"male"	"Peter"	"male"
1083	7e+07	"submarine baby secret future mercenary"	"en"	"Babylon A.D."	27.568194	2008-08-20	72108608	101	5.4	676	"Thriller"	2008	8	20	"Vin Diesel"	"male"	"Mathieu"	"male"
3990	0	"father son relationship florida stolen money dysfunctional family independent film"	"en"	"Ulee's Gold"	0.93392	1997-06-13	0	112	6.5	19	"Drama"	1997	6	13	"Peter Fonda"	"male"	"Victor"	"male"
2810	1.1e+07	"graduation innocence coming of age teenager high school student"	"en"	"American Pie"	60.767168	1999-07-09	235483004	95	6.4	2296	"Comedy"	1999	7	9	"Jason Biggs"	"male"	"Chris"	"male"
3398	0	"adultery brain tumor south africa alcoholism divorce"	"en"	"Wah-Wah"	2.356244	2005-08-17	0	120	6.3	8	"Drama"	2005	8	17	"Gabriel Byrne"	"male"	"Richard"	"male"
426	7.5e+07	"hallucination dystopia female protagonist bow and arrow knife throwing"	"en"	"The Hunger Games"	68.550698	2012-03-12	691210692	142	6.9	9455	"Adventure"	2012	3	12	"Jennifer Lawrence"	"female"	"Gary"	"male"
1431	3.5e+07	"new york dirty cop bicycle courier duringcreditsstinger race against the clock"	"en"	"Premium Rush"	17.709888	2012-08-24	31083599	91	6.2	832	"Thriller"	2012	8	24	"Joseph Gordon-Levitt"	"male"	"David"	"male"
321	0	"politics politician election campaign \u00a0north carolinam congressman"	"en"	"The Campaign"	16.460356	2012-08-09	104907746	85	5.6	578	"Comedy"	2012	8	9	"Will Ferrell"	"male"	"Jay"	"male"
4380	1e+06	"fantasy enemy sister high school battlefield"	"en"	"The Battle of Shaker Heights"	5.20209	2003-08-22	0	79	5.6	17	"Drama"	2003	8	22	"Shia LaBeouf"	"male"	"Kyle"	"male"
764	8e+07	"competition world war i great depression caddy savannah"	"en"	"The Legend of Bagger Vance"	16.848899	2000-11-02	39459427	126	6.3	251	"Drama"	2000	11	2	"Matt Damon"	"male"	"Robert"	"male"
3466	6e+06	"double life commercial fantasy chance marketing"	"en"	"Sliding Doors"	15.639016	1998-04-23	5.8e+07	99	6.5	354	"Drama"	1998	4	23	"Gwyneth Paltrow"	"female"	"Peter"	"male"
4412	0	"rape drug abuse independent film"	"en"	"The Poker House"	2.948576	2008-06-20	0	93	6.1	47	"Drama"	2008	6	20	"Jennifer Lawrence"	"female"	"Lori"	"female"
2617	15	"duringcreditsstinger woman director"	"en"	"Peeples"	5.112809	2013-05-09	0	95	5.6	26	"Comedy"	2013	5	9	"Craig Robinson"	"male"	"Tina"	"female"
4529	0	"prison new mexico smuggling gang theft"	"en"	"Hurricane Streets"	0.36447	1997-01-21	0	86	4.8	4	"Drama"	1997	1	21	"Brendan Sexton"	"male"	"Morgan"	"female"
3073	11500000	"police operation sex addiction police mafia boss suspense"	"en"	"Romeo Is Bleeding"	4.850402	1993-09-13	3275585	100	5.7	36	"Drama"	1993	9	13	"Gary Oldman"	"male"	"Peter"	"male"
467	9e+07	"gorilla dying and death"	"en"	"Mighty Joe Young"	6.643778	1998-12-25	0	114	5.9	208	"Action"	1998	12	25	"Charlize Theron"	"female"	"Ron"	"male"
3002	1e+07	"dream chimp manipulation botanist virtual reality"	"en"	"The Lawnmower Man"	10.125029	1992-03-05	32101000	108	5.4	197	"Thriller"	1992	3	5	"Jeff Fahey"	"male"	"Brett"	"male"
3272	8e+06	"jealousy cooking garden funeral season"	"en"	"Another Year"	7.235794	2010-11-05	18124262	129	7	97	"Drama"	2010	11	5	"Jim Broadbent"	"male"	"Mike"	"male"
3993	0	NA	"en"	"Journey to Saturn"	1.776624	2008-09-26	0	90	4.9	10	"Comedy"	2008	9	26	"Casper Christensen"	"male"	"Kresten"	"male"
457	7e+07	"overleven family guy"	"en"	"Six Days Seven Nights"	18.264635	1998-06-12	1.64e+08	98	5.6	332	"Comedy"	1998	6	12	"Harrison Ford"	"male"	"Ivan"	"male"
3972	3200000	NA	"en"	"Chicago Overcoat"	1.034844	2009-10-10	0	95	6.1	5	"Thriller"	2009	10	10	"Frank Vincent"	"male"	"Brian"	"male"
2724	18339750	"berlin poison dictator clerk ideology"	"de"	"Downfall"	32.445895	2004-09-08	92180910	156	7.7	1037	"Drama"	2004	9	8	"Bruno Ganz"	"male"	"Oliver"	"male"
143	1.5e+08	"flying magic fairy tale peter pan mermaid"	"en"	"Pan"	48.03528	2015-09-24	128388320	111	5.9	954	"Adventure"	2015	9	24	"Levi Miller"	"male"	"Joe"	"male"
3891	4e+06	"usa canada gun homicide to shoot dead"	"en"	"Bowling for Columbine"	11.414843	2002-10-09	35564473	120	7.3	453	"Documentary"	2002	10	9	"Michael Moore"	"male"	"Michael"	"male"
2464	0	"aftercreditsstinger duringcreditsstinger"	"en"	"The Master of Disguise"	4.382761	2002-08-02	0	80	3.7	78	"Comedy"	2002	8	2	"Dana Carvey"	"female"	"Perry"	"male"
3654	5e+06	"iraq iraq war"	"en"	"Redacted"	3.792015	2007-01-01	782102	90	6.2	37	"Drama"	2007	1	1	"Izzy Diaz"	"female"	"Brian"	"male"
2184	2e+07	"kung fu magic mafia defense gangster"	"cn"	"Kung Fu Hustle"	13.658985	2004-02-10	100914445	99	7.2	831	"Comedy"	2004	2	10	"Stephen Chow"	"male"	"Stephen"	"male"
670	6.4e+07	"infidelity politician airplane crash death death of husband"	"en"	"Random Hearts"	4.137237	1999-10-08	74608570	133	5.3	63	"Drama"	1999	10	8	"Harrison Ford"	"male"	"Sydney"	"female"
4194	1700000	"age difference fishing arbitrary law conductor ex husband"	"en"	"In the Bedroom"	6.979638	2001-11-23	0	130	6.4	89	"Drama"	2001	11	23	"Tom Wilkinson"	"male"	"Todd"	"male"
1351	3.7e+07	"vatican violinist hospital miscarriage exorcist"	"en"	"The Rite"	11.492474	2011-01-28	96047633	114	5.8	556	"Drama"	2011	1	28	"Anthony Hopkins"	"male"	"Mikael"	"male"
4565	0	"northern ireland independent film civil rights"	"en"	"Bloody Sunday"	7.330691	2002-01-16	773228	107	7.2	53	"Drama"	2002	1	16	"James Nesbitt"	"male"	"Paul"	"male"
2031	2.2e+07	"agriculture company witness to murder"	"en"	"The Informant!"	17.772518	2009-09-18	35424826	108	6	301	"Drama"	2009	9	18	"Matt Damon"	"male"	"Steven"	"male"
1944	2.5e+07	"new york based on novel historical figure theater 1930s"	"en"	"Me and Orson Welles"	3.593165	2009-11-25	2336172	114	6.6	49	"Drama"	2009	11	25	"Zac Efron"	"male"	"Richard"	"male"
1198	4e+07	"spaceship alien rescue escape planet"	"en"	"Escape from Planet Earth"	18.14218	2013-02-14	74597643	89	5.7	332	"Comedy"	2013	2	14	"Brendan Fraser"	"male"	"Callan"	"male"
4456	8e+05	"independent film"	"en"	"Raising Victor Vargas"	3.643662	2002-05-16	2816116	88	7.8	13	"Drama"	2002	5	16	"Victor Rasuk"	"male"	"Peter"	"male"
2767	1.3e+07	"female nudity robbery mail order bride bank clerk"	"en"	"Birthday Girl"	5.831302	2001-09-06	0	93	6.1	103	"Comedy"	2001	9	6	"Nicole Kidman"	"female"	"Jez"	NA
184	1.35e+08	"friendship spaceship space alien alien invasion"	"en"	"Home"	63.473086	2015-03-18	368871007	94	6.8	1519	"Comedy"	2015	3	18	"Jim Parsons"	"male"	"Tim"	"male"
2732	1.3e+07	"ballet dancer musical ballet"	"en"	"Save the Last Dance"	9.969624	2001-01-12	91038276	112	6.3	352	"Drama"	2001	1	12	"Julia Stiles"	"female"	"Thomas"	"male"
3425	6500000	"ecstasy drug dealing drug reference to family circus high"	"en"	"Go"	11.142389	1999-04-09	28451622	98	7	196	"Comedy"	1999	4	9	"Sarah Polley"	"female"	"Doug"	"male"
3922	0	"independent film woman director"	"en"	"Real Women Have Curves"	1.026243	2002-01-01	0	86	5.8	19	"Drama"	2002	1	1	"America Ferrera"	"female"	"Patricia"	"female"
1796	2.6e+07	"brother brother relationship brother-in-law loss of husband war in afghanistan sister-in-law"	"en"	"Brothers"	22.07638	2009-01-27	43318349	104	6.8	633	"Drama"	2009	1	27	"Tobey Maguire"	"male"	"Jim"	"male"
2283	0	"hunter nanny nudity collector house"	"en"	"Thir13en Ghosts"	20.392858	2001-10-26	0	91	5.4	440	"Thriller"	2001	10	26	"Tony Shalhoub"	"male"	"Steve"	"male"
1869	2.5e+07	"london england suicide gay poetry aids"	"en"	"The Hours"	20.953265	2002-12-27	41597830	114	7	451	"Drama"	2002	12	27	"Nicole Kidman"	"female"	"Stephen"	"male"
2564	2e+07	"lovers affection sport basketball high school sports"	"en"	"Love & Basketball"	2.027393	2000-04-21	27728118	124	7.4	88	"Drama"	2000	4	21	"Chris Warren,"	"male"	"Gina"	"female"
2902	1.2e+07	"ocean florida autism key yacht"	"en"	"Triangle"	25.496926	2009-10-16	0	99	6.9	612	"Horror"	2009	10	16	"Melissa George"	"female"	"Christopher"	"male"
260	1.1e+08	"based on novel intolerance chosen one child prodigy futuristic"	"en"	"Ender's Game"	45.94834	2013-10-23	125537191	114	6.6	2303	"Action"	2013	10	23	"Asa Butterfield"	"male"	"Gavin"	"male"
2465	1.9e+07	"spain resistance servant anti hero fairy"	"es"	"Pan's Labyrinth"	90.809408	2006-05-27	83258226	118	7.6	3041	"Drama"	2006	5	27	"Ivana Baquero"	"female"	"Guillermo"	"male"
3625	0	"bar mitvah party independent film"	"en"	"Keeping Up with the Steins"	3.562563	2006-05-12	0	90	5.2	18	"Comedy"	2006	5	12	"Daryl Sabara"	"male"	"Scott"	"male"
3632	5e+06	"hospital church"	"en"	"90 Minutes in Heaven"	3.943706	2015-09-11	4842699	121	5.4	40	"Drama"	2015	9	11	"Kate Bosworth"	"female"	"Michael"	"male"
3440	4800000	"bureaucracy berlin wall police state coma loss of mother"	"de"	"Good bye, Lenin!"	11.086001	2003-02-09	79384880	121	7.4	586	"Drama"	2003	2	9	"Daniel Br\u00fchl"	"male"	"Wolfgang"	"male"
1666	0	"casino monte carlo painting caper independent film"	"en"	"The Good Thief"	2.774811	2003-04-03	0	108	6	31	"Drama"	2003	4	3	"Nick Nolte"	"male"	"Neil"	"male"
758	8e+07	"murder violence death of daughter homicide detective"	"en"	"Edge of Darkness"	24.657931	2010-01-29	74901339	117	6.2	487	"Drama"	2010	1	29	"Mel Gibson"	"male"	"Martin"	"male"
1292	0	"mother guitar sister sister relationship profession new love"	"en"	"Because I Said So"	18.678415	2007-02-02	69485490	102	5.8	191	"Comedy"	2007	2	2	"Diane Keaton"	"female"	"Michael"	"male"
1174	4e+07	"police sequel police officer brother-in-law brother-in-law relationship black men"	"en"	"Ride Along 2"	25.136082	2016-01-14	124827316	102	6.1	555	"Comedy"	2016	1	14	"Kevin Hart"	"male"	"Tim"	"male"
155	1e+08	"based on novel desperation robber hold-up robbery remake"	"en"	"Fun with Dick and Jane"	25.159168	2005-12-21	202026112	90	5.9	627	"Comedy"	2005	12	21	"Jim Carrey"	"male"	"Dean"	"male"
4320	0	"rage and hate brother revenge punishment home movie footage"	"en"	"Dead Man's Shoes"	12.818441	2004-09-29	0	90	7.2	151	"Drama"	2004	9	29	"Paddy Considine"	"female"	"Shane"	"male"
1894	2.5e+07	"fbi revenge fbi agent"	"en"	"War"	18.896239	2007-08-24	40452643	103	6	414	"Thriller"	2007	8	24	"Jet Li"	"male"	"Philip"	"male"
4352	0	"new york film director legend song public"	"en"	"Shine a Light"	2.162522	2008-02-07	0	122	7.2	44	"Music"	2008	2	7	"Mick Jagger"	"male"	"Martin"	"male"
1230	2.5e+07	"new york atomic bomb ladykiller hypnosis superhero"	"en"	"The Shadow"	8.178203	1994-07-01	48063435	108	5.4	138	"Thriller"	1994	7	1	"Alec Baldwin"	"male"	"Russell"	"male"
3945	0	NA	"en"	"Love's Abiding Joy"	1.128559	2006-10-06	0	87	5.8	12	"Drama"	2006	10	6	"Erin Cottrell"	"female"	"Michael"	"male"
3069	1e+07	"rock star middle age"	"en"	"Danny Collins"	16.318608	2015-03-19	10835752	107	6.6	183	"Drama"	2015	3	19	"Al Pacino"	"male"	"Dan"	"male"
3295	8e+06	"new age woman director healer"	"en"	"Aloft"	6.500835	2014-02-12	53086	112	5.1	41	"Drama"	2014	2	12	"Jennifer Connelly"	"female"	"Claudia"	"female"
1484	3.3e+07	"snake suspense fbi agent death animal attack"	"en"	"Snakes on a Plane"	19.642328	2006-08-06	62022014	105	5.1	497	"Thriller"	2006	8	6	"Samuel L."	"male"	"David"	"male"
988	5e+07	"journalist museum hostage drama independent film"	"en"	"Mad City"	3.314004	1997-11-07	10541523	114	5.9	81	"Drama"	1997	11	7	"John Travolta"	"male"	"Costa-Gavras"	NA
